Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,UUID,Engagement Level,User Segment,User Value,Preferred Content Type,Primary Discovery Method,Categorized Mood,Satisfied with Podcast Variety
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4,Rarely,Comedy,Conversational,Well known individuals,Both,Ok,d8c4762d-0869-4238-9d73-36e8f6fc45d9,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Uplifting and motivational,leisure time,"Playlists, Others",4,Rarely,Lifestyle and Health,Educational,Both,Both,Very Satisfied,eb844fb5-67f6-4b6f-9cac-7098724da2d8,Moderately Engaged,Loyal User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,classical,Night,Relaxation and stress relief,Workout session,recommendations,4,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,f278fb08-02b1-4fd2-8ae2-dbdb104e5504,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,Radio,3,Several times a week,Unknown,Unknown,Unknown,Unknown,Ok,13f72a32-0d8a-41c8-b8de-a036bb17a6c0,Moderately Engaged,Loyal User,Standard,Music,Radio,Relaxation/Stress Relief,Not Satisfied
12-20,Male,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,b5bbc30a-d98c-4b71-b5f5-b92c39c24395,Low Engagement,Emerging User,Standard,Music,Others,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session",Playlists,3,Once a week,Lifestyle and Health,Story telling,Both,Both,Ok,c4ff5fbb-bba2-48a8-9233-57f94f1b5687,Low Engagement,Loyal User,Standard,Podcast,Playlists,Varied,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, While Traveling","recommendations, Playlists, Radio",5,Rarely,Comedy,Story telling,Both,Shorter,Ok,1b03a21d-c4fd-42bf-8352-c8b20757471a,Low Engagement,New User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,5,Rarely,Unknown,Unknown,Unknown,Unknown,Satisfied,ab7d28cf-19d7-45c1-9a6d-03bbb0e450e6,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Murder Mystery ,Story telling,Both,Both,Ok,2a60865f-81af-42f5-b2a1-7f481c462c7b,Low Engagement,Loyal User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,Others,4,Never,Health and Fitness,Interview,Well known individuals,Shorter,Ok,2314aa2c-bc48-4161-9d5a-3b3603eb4f4c,Moderately Engaged,Loyal User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok,2dd9fdfb-52e6-4898-9e40-52b08830dcf5,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Morning,Relaxation and stress relief,"Office hours, While Traveling","recommendations, Playlists",4,Rarely,Health and Fitness,Story telling,Well known individuals,Shorter,Ok,34233e05-b237-425e-9395-95ab97c52f61,Low Engagement,Loyal User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists, Radio",4,Rarely,Comedy,Story telling,Both,Both,Ok,dcdf6018-fb61-4379-9185-17d199db5ce9,Low Engagement,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,Playlists,5,Never,Unknown,Unknown,Unknown,Unknown,Dissatisfied,7a5f3578-9b76-4b49-92a8-3be85b17d57e,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Once a week,Food and cooking,Conversational,Both,Both,Ok,62bf6642-90d9-44ac-a22d-34b95c2ecd46,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Comedy,Story telling,Both,Shorter,Ok,8516ee5c-c88a-475c-91f6-f151f69d25d5,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session, leisure time",Radio,1,Rarely,Lifestyle and Health,Conversational,Both,Both,Ok,ef646080-f5da-4737-a197-7eaca44d13b6,Low Engagement,Loyal User,Standard,Music,Radio,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,classical,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists, Radio, Others",3,Several times a week,Comedy,Story telling,Both,Shorter,Ok,325017be-58ae-4b4b-9053-c6ed761cfddc,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Social gatherings or parties,While Traveling,"Others, Friends",4,Rarely,Comedy,Unknown,Unknown,Unknown,Dissatisfied,666399d8-fd81-4d92-9317-7dfc6cdd1cb0,Moderately Engaged,New User,Standard,Music,Social Media,Social/Party,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Podcast,Melody,Morning,Relaxation and stress relief,While Traveling,"recommendations, Others",5,Several times a week,Health and Fitness,Story telling,Both,Both,Ok,8d9cc99a-de4d-4a12-91ce-0817b0b20b7a,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,recommendations,5,Rarely,Comedy,Conversational,Both,Both,Ok,92ff306e-5c02-42eb-94d0-c87518583c10,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",3,Rarely,"Political, informative, topics that interests me",Conversational,Both,Both,Ok,24f85bc9-156a-4c70-8f92-7c60d094a10d,Low Engagement,Loyal User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Social/Party, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time",Playlists,4,Rarely,Comedy,Story telling,Both,Shorter,Ok,50a97513-98b8-453f-b5a7-11317f08bac0,Moderately Engaged,Loyal User,Standard,Music,Playlists,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,18e03f44-89a6-4b73-8ebb-ea6e002657b7,Low Engagement,New User,Standard,Music,Recommendations,Varied,Not Satisfied
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Electronic/Dance,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others, Social media",3,Rarely,Sports,Educational,Well known individuals,Shorter,Dissatisfied,e78db10b-d76a-4f76-b294-4956cf556b1a,Low Engagement,New User,Standard,Podcast,Recommendations,Varied,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Sadness or melancholy,leisure time,recommendations,3,Never,Unknown,Conversational,Well known individuals,Shorter,Satisfied,58ff7405-5cc3-445e-a50d-e8360a158549,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Sadness/Melancholy,Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,classical,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,c6a5b6a1-17ed-4065-bb77-539dd6426b07,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
60+,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,d2957a6e-89fa-466c-a3c7-e2c3c5a48849,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Ok,52b90da8-1847-45dc-a711-1ecc9de91523,Low Engagement,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Not Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling","recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Both,Satisfied,07dd22fd-e836-472d-82df-c563bbf0311b,Low Engagement,Loyal User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Social/Party",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,a07f1748-8a5d-4b4c-a057-1add178813d2,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists, Radio",3,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,84d94147-cd86-49e8-b282-487d751156b4,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,e6054934-bc9e-4822-a2b7-6b2ffbe703e8,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Kpop,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,e70573e6-b577-4a72-abc5-c15763c7e9a9,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,All,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Radio",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,f98fc101-8a46-4b75-8f1a-4dbead1057a3,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
12-20,Male,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Morning,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Shorter,Ok,2667c928-2a71-40ca-ae66-3c432e3e741d,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",3,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,35462a22-69d4-4405-95ee-195fbf5377c7,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Comedy,Conversational,Well known individuals,Shorter,Ok,9c88e481-6e76-4cd8-a914-fa364a66d2b5,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Radio",4,Rarely,Novels,Story telling,Both,Both,Satisfied,ed09b3c2-5d33-4869-8bde-2710c3c3c90e,Low Engagement,New User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","Playlists, Others",3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Satisfied,ed66d3ff-df12-4581-b2a5-1ff259a2f9e4,Moderately Engaged,Loyal User,Standard,Music,Playlists,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,3,Rarely,Food and cooking,Conversational,unknown Podcasters,Shorter,Ok,02163522-1687-41ce-9cb8-d3f003d87bf2,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
